,votes_dem_2016,votes_gop_2016,total_votes_2016,state_abbr
1000,2791,5569,8791,KY
1001,6021,13591,20443,KY
1002,4281,8040,12928,KY
1003,705,2711,3522,KY
1004,1537,3991,5728,KY
1005,1960,6484,8765,KY
1006,8255,26210,36036,KY
1007,947,4428,5575,KY
1008,1260,4507,5972,KY
1009,4749,10367,16039,KY
1010,14658,25050,42471,KY
1011,432,2094,2599,KY
1012,1106,2588,3851,KY
1013,2276,7587,10267,KY
1014,767,5482,6438,KY
1015,7188,14108,22069,KY
1016,4706,10710,16193,KY
1017,752,5861,6762,KY
1018,547,3809,4454,KY
1019,617,3290,4036,KY
1020,459,2502,3061,KY
1021,14163,28907,45752,KY
1022,979,4135,5239,KY
1023,740,2000,2847,KY
1024,1108,4236,5538,KY
1025,69776,56890,136112,KY
1026,1348,4722,6250,KY
1027,4015,11993,16521,KY
1028,10717,11819,23840,KY
1029,774,1549,2381,KY
1030,749,2443,3334,KY
1031,1453,5904,7613,KY
1032,1910,7268,9551,KY
1033,3308,12671,16582,KY
1034,1959,8219,10564,KY
1035,832,4372,5331,KY
1036,4146,11546,16265,KY
1037,1244,2788,4292,KY
1038,13944,26970,43113,KY
1039,1372,9129,10744,KY
1040,2031,5435,7774,KY
1041,1730,5320,7261,KY
1042,6707,12159,19692,KY
1043,1828,4944,7142,KY
1044,449,1657,2157,KY
1045,4310,15277,20325,KY
1046,482,4889,5497,KY
1047,190824,143758,352778,KY
1048,6144,15474,23292,KY
1049,1250,8043,9560,KY
1050,24213,42958,71905,KY
1051,1245,4357,5756,KY
1052,1761,9885,12001,KY
1053,1278,4799,6359,KY
1054,3440,20592,24811,KY
1055,1045,4816,6037,KY
1056,444,2151,2663,KY
1057,400,4015,4487,KY
1058,1542,7293,9131,KY
1059,785,4363,5293,KY
1060,1865,7338,9555,KY
1061,887,3570,4642,KY
1062,2755,7778,10896,KY
1063,1045,2789,3959,KY
1064,11793,23431,37318,KY
1065,1172,3824,5113,KY
1066,2679,5122,8108,KY
1067,3672,12322,16678,KY
1068,363,3503,3951,KY
1069,1970,4944,7212,KY
1070,9134,20774,31284,KY
1071,664,5012,5772,KY
1072,988,3381,4565,KY
1073,3026,8660,12223,KY
1074,700,2010,2779,KY
1075,2395,7740,10579,KY
1076,976,3491,4616,KY
1077,601,4278,4991,KY
1078,3158,7856,11437,KY
1079,1006,3628,4766,KY
1080,3272,9393,13046,KY
1081,6434,13430,20761,KY
1082,787,1957,2837,KY
1083,2080,7942,10398,KY
1084,10268,20469,32838,KY
1085,1062,3745,4997,KY
1086,256,1474,1757,KY
1087,1164,4604,6006,KY
1088,2136,8158,10566,KY
1089,4277,19740,24637,KY
1090,1272,3513,4952,KY
1091,4208,22900,28015,KY
1092,222,759,1013,KY
1093,915,5609,6686,KY
1094,3295,5174,8829,KY
1095,1093,6863,8171,KY
1096,7713,15052,24159,KY
1097,6276,13196,20563,KY
1098,2144,5077,7524,KY
1099,1921,7196,9509,KY
1100,2553,8320,11301,KY
1101,1042,3612,4771,KY
1102,1587,4928,6740,KY
1103,879,2771,3786,KY
1104,1331,4701,6209,KY
1105,16966,28673,48416,KY
1106,1420,4013,5621,KY
1107,1431,6370,7988,KY
1108,1240,4397,5804,KY
1109,2067,11312,13765,KY
1110,753,1804,2634,KY
1111,4958,7697,13547,KY
1112,5638,21159,27386,LA
1113,2106,6867,9245,LA
1114,16471,36135,54663,LA
1115,3931,6714,10904,LA
1116,5032,11163,16581,LA
1117,2393,12238,15078,LA
1118,3129,3756,7005,LA
1119,12638,35451,49818,LA
1120,53448,48977,105737,LA
1121,26293,54182,83773,LA
1122,788,3822,4692,LA
1123,323,3256,3692,LA
1124,1322,3479,4856,LA
1125,2717,3585,6421,LA
1126,3272,5474,8869,LA
1127,5163,8067,13497,LA
1128,102711,84620,196332,LA
1129,1838,1059,2939,LA
1130,4235,5569,10042,LA
1131,4208,10357,14879,LA
1132,2506,6514,9162,LA
1133,1181,7406,8819,LA
1134,10698,20903,32454,LA
1135,8324,7320,16043,LA
1136,2139,5169,7464,LA
1137,73540,100292,181388,LA
1138,3080,10775,14277,LA
1139,32726,68191,105599,LA
1140,8423,31958,41644,LA
1141,605,5835,6568,LA
1142,7102,10761,18664,LA
1143,6950,48797,57700,LA
1144,2744,1927,4732,LA
1145,5155,6502,11852,LA
1146,7143,8965,16617,LA
1147,133833,24267,165619,LA
1148,24420,41712,67987,LA
1149,3347,6900,10572,LA
1150,4764,6789,11761,LA
1151,18318,36814,56838,LA
1152,1938,2391,4422,LA
1153,3157,6286,9596,LA
1154,1703,7877,9785,LA
1155,4957,10232,15807,LA
1156,8558,16620,26190,LA
1157,3353,2497,5964,LA
1158,6418,5456,12085,LA
1159,12658,7569,20740,LA
1160,17208,21966,39970,LA
1161,8266,16872,25749,LA
1162,8050,14353,22871,LA
1163,27716,90914,124389,LA
1164,16869,33933,52381,LA
1165,1329,1180,2543,LA
1166,10664,31900,43893,LA
1167,2691,7972,10894,LA
1168,4745,19807,25253,LA
1169,2665,13471,16633,LA
1170,5690,12552,18622,LA
1171,6259,11538,18140,LA
1172,5382,6926,12710,LA
1173,715,3970,4759,LA
1174,2247,3390,5798,LA
1175,1643,4605,6368,LA
1176,71632,53842,132667,MA
1177,43540,16799,64507,MA
1178,127619,104775,246068,MA
1179,8338,2474,11434,MA
1180,220027,135405,376140,MA
1181,24369,10327,37987,MA
1182,110313,78230,200220,MA
1183,54572,22089,82329,MA
1184,508919,216163,767337,MA
1185,4144,1892,6404,MA
1186,219129,119171,357781,MA
1187,133828,114722,264168,MA
1188,241212,50042,303517,MA
1189,197126,157138,380972,MA
1190,6665,20025,27804,MD
1191,116074,114509,242939,MD
1192,189437,131009,335017,MD
1193,178562,22726,208980,MD
1194,16669,24680,43445,MD
1195,3747,8999,13282,MD
1196,24314,55593,84879,MD
1197,12651,27579,42309,MD
1198,46063,24163,72480,MD
1199,5695,7938,14034,MD
1200,51891,56472,114962,MD
1201,2252,10189,12905,MD
1202,43803,74261,124224,MD
1203,93808,44792,146401,MD
1204,4178,4598,9166,MD
1205,309761,82985,408300,MD
1206,313627,29290,351091,MD
1207,7316,16211,24633,MD
1208,3484,5056,8768,MD
1209,15786,26889,45169,MD
1210,7865,10098,18731,MD
1211,19193,38842,60731,MD
1212,16327,20832,38722,MD
1213,8783,15910,25571,MD
1214,22975,28189,55340,ME
1215,13377,19419,34963,ME
1216,102935,57697,171249,ME
1217,7001,7900,16382,ME
1218,16107,13682,31983,ME
1219,29296,31753,65999,ME
1220,12440,9148,23021,ME
1221,10241,9727,21432,ME
1222,12172,16214,31094,ME
1223,32832,41601,80228,ME
1224,3098,5403,9144,ME
1225,10679,9304,21596,ME
1226,9092,14998,25968,ME
1227,10442,10378,22630,ME
1228,6358,9037,16559,ME
1229,55828,50388,113962,ME
1230,1732,4201,6179,MI
1231,1663,2585,4513,MI
1232,17932,33812,55153,MI
1233,4877,9090,14688,MI
1234,4448,8469,13572,MI
1235,2238,4704,7457,MI
1236,1156,2158,3486,MI
1237,9109,19197,30265,MI
1238,21641,28327,52932,MI
1239,4108,5539,10221,MI
1240,29496,38646,71882,MI
1241,4740,11025,16490,MI
1242,24154,31489,58786,MI
1243,7270,14241,23272,MI
1244,5137,8674,14567,MI
1245,4302,8680,13647,MI
1246,5378,9120,15434,MI
1247,4250,8507,13385,MI
1248,16490,21635,40564,MI
1249,2110,4354,6833,MI
1250,6431,11112,18467,MI
1251,3923,8580,13140,MI
1252,24534,27608,55686,MI
1253,6972,10616,18774,MI
1254,102744,84174,196135,MI
1255,3794,8124,12472,MI
1256,2925,4019,7313,MI
1257,20964,27412,51460,MI
1258,5665,9878,16442,MI
1259,4799,14094,19880,MI
1260,6018,8475,15623,MI
1261,4579,10629,15848,MI
1262,81266,44354,133478,MI
1263,8206,16374,26364,MI
1264,4344,8344,13349,MI
1265,2004,3675,5910,MI
1266,11404,12338,25344,MI
1267,25795,39793,69567,MI
1268,67142,51031,125966,MI
1269,2279,6213,8920,MI
1270,138567,147959,306270,MI
1271,527,814,1429,MI
1272,1939,3159,5328,MI
1273,12734,30037,45126,MI
1274,6774,7239,14757,MI
1275,16750,26428,45895,MI
1276,34378,65665,105577,MI
1277,681,1756,2576,MI
1278,2085,3740,6088,MI
1279,176238,224589,418773,MI
1280,4979,6915,12598,MI
1281,16042,14646,32897,MI
1282,5281,8505,14658,MI
1283,5827,10305,17149,MI
1284,3539,6704,10765,MI
1285,15655,23877,42379,MI
1286,1565,5386,7301,MI
1287,26859,43255,74101,MI
1288,7874,16907,26556,MI
1289,1286,3498,5008,MI
1290,36640,35962,77114,MI
1291,6212,15174,22605,MI
1292,342976,289127,663255,MI
1293,3973,7228,11903,MI
1294,3030,6827,10386,MI
1295,1175,2069,3420,MI
1296,2705,7336,10597,MI
1297,1044,2843,4062,MI
1298,3556,8266,12529,MI
1299,46276,90456,145405,MI
1300,2400,4486,7215,MI
1301,4287,8141,13036,MI
1302,44395,45469,94198,MI
1303,4873,13446,19243,MI
1304,1369,2556,4151,MI
1305,12547,19232,34044,MI
1306,24553,49067,77994,MI
1307,7529,14886,23765,MI
1308,7493,17421,26157,MI
1309,13258,17890,33213,MI
1310,128025,50335,187201,MI
1311,517842,228908,775450,MI
1312,4436,10000,15279,MI
1313,3134,5516,9185,MN
1314,75499,93341,184084,MN
1315,5208,10880,17090,MN
1316,8688,10783,21316,MN
1317,5640,12872,19911,MN
1318,921,1607,2729,MN
1319,14428,15667,33256,MN
1320,3763,8708,13663,MN
1321,8460,8160,18059,MN
1322,21508,29057,55102,MN
1323,4949,9982,15885,MN
1324,1978,3764,6182,MN
1325,9279,18441,30009,MN
1326,12974,13549,29108,MN
1327,1100,2925,4225,MN
1328,1912,1156,3360,MN
1329,1678,3679,5697,MN
1330,10982,22287,35568,MN
1331,110251,99624,228659,MN
1332,3102,6527,10564,MN
1333,6227,13966,21623,MN
1334,2153,4659,7355,MN
1335,3872,6271,10976,MN
1336,6041,8808,15929,MN
1337,9446,14041,25538,MN
1338,1104,2063,3453,MN
1339,429283,191768,672644,MN
1340,4145,5616,10515,MN
1341,3432,7269,11423,MN
1342,5656,13635,20875,MN
1343,9015,12920,23650,MN
1344,1492,3609,5453,MN
1345,2327,5230,8125,MN
1346,7266,12785,21648,MN
1347,823,1349,2363,MN
1348,2306,3569,6313,MN
1349,1301,2294,3835,MN
1350,3077,2932,6472,MN
1351,553,1540,2230,MN
1352,4623,9182,14867,MN
1353,860,1930,3002,MN
1354,3825,7256,12129,MN
1355,930,991,2074,MN
1356,1225,3208,4794,MN
1357,2733,7062,10469,MN
1358,4978,12155,18684,MN
1359,3192,8103,12198,MN
1360,3709,8340,12948,MN
1361,3637,12925,17534,MN
1362,7444,8826,17587,MN
1363,1295,2974,4642,MN
1364,7886,8436,17914,MN
1365,2733,5299,8592,MN
1366,1264,1699,3232,MN
1367,36266,35668,79277,MN
1368,9339,20939,32284,MN
1369,2146,4000,6671,MN
1370,4580,8191,13729,MN
1371,1127,3338,4779,MN
1372,4712,8979,14698,MN
1373,2106,3793,6294,MN
1374,176929,70778,269161,MN
1375,540,1141,1871,MN
1376,1887,5137,7566,MN
1377,2117,4890,7563,MN
1378,14437,15429,32217,MN
1379,1373,3091,4807,MN
1380,1856,5451,7767,MN
1381,28502,39948,74390,MN
1382,13299,31049,47938,MN
1383,1954,5193,7727,MN
1384,57769,44631,111260,MN
1385,25575,47618,78985,MN
1386,6239,11198,19040,MN
1387,2116,2800,5350,MN
1388,1679,2962,4968,MN
1389,2783,8485,11944,MN
1390,631,1050,1791,MN
1391,3866,6989,11764,MN
1392,1684,4837,6894,MN
1393,2838,5967,9579,MN
1394,67086,64429,142843,MN
1395,1814,2768,4971,MN
1396,893,2129,3279,MN
1397,11366,12122,25852,MN
1398,20336,43274,69154,MN
1399,1524,3382,5253,MN
1400,3495,6019,10137,MO
1401,2045,6665,9140,MO
1402,541,2059,2723,MO
1403,2567,6981,10043,MO
1404,2710,11427,14604,MO
1405,795,4958,5932,MO
1406,1617,6000,8021,MO
1407,2024,7212,9584,MO
1408,705,4827,5669,MO
1409,41072,36146,83312,MO
1410,12010,21315,35563,MO
1411,3036,13647,17232,MO
1412,837,3231,4309,MO
1413,4988,13052,19127,MO
1414,4706,16721,22182,MO
1415,8468,26939,36875,MO
1416,745,3480,4361,MO
1417,436,2323,2842,MO
1418,14816,33006,50715,MO
1419,1010,5019,6278,MO
1420,888,2948,3962,MO
1421,8505,30941,41394,MO
1422,724,2458,3316,MO
1423,45182,57328,109237,MO
1424,2572,7058,10197,MO
1425,10907,24610,37261,MO
1426,1932,5623,7976,MO
1427,1824,7724,9920,MO
1428,637,3184,3951,MO
1429,1271,5895,7440,MO
1430,730,2763,3689,MO
1431,824,3540,4590,MO
1432,978,5599,6778,MO
1433,984,5486,6664,MO
1434,2360,8026,10574,MO
1435,12339,35420,50045,MO
1436,1519,5670,7444,MO
1437,605,2304,3033,MO
1438,42400,77387,127609,MO
1439,780,3462,4413,MO
1440,574,2965,3682,MO
1441,2356,7072,9855,MO
1442,1016,3539,4717,MO
1443,346,1926,2348,MO
1444,1279,3277,4851,MO
1445,2880,13888,17415,MO
1446,933,3173,4260,MO
1447,163723,114777,294063,MO
1448,10565,35058,48179,MO
1449,31546,68973,105969,MO
1450,5924,13702,21087,MO
1451,379,1413,1867,MO
1452,2543,12834,15959,MO
1453,4047,10977,15815,MO
1454,2898,13084,16674,MO
1455,933,3343,4452,MO
1456,5561,18111,24857,MO
1457,1239,4084,5572,MO
1458,1265,4879,6408,MO
1459,1518,5794,7579,MO
1460,1005,4102,5318,MO
1461,794,3559,4498,MO
1462,2993,9418,12902,MO
1463,1329,6599,8233,MO
1464,216,1486,1739,MO
1465,1750,9285,11414,MO
1466,1458,3600,5165,MO
1467,1237,5344,6808,MO
1468,853,3159,4147,MO
1469,1118,4124,5424,MO
1470,1768,6757,8815,MO
1471,1933,5270,7352,MO
1472,4988,20546,26506,MO
1473,2529,6379,9439,MO
1474,865,3668,4664,MO
1475,998,5845,7078,MO
1476,724,3639,4501,MO
1477,1946,3964,6025,MO
1478,1520,6907,8732,MO
1479,4322,12792,18045,MO
1480,4761,12699,18499,MO
1481,1806,5274,7375,MO
1482,18915,24975,46641,MO
1483,2630,10435,13709,MO
1484,2918,9870,13443,MO
1485,352,1936,2342,MO
1486,1138,3969,5266,MO
1487,2283,7529,10309,MO
1488,3088,7103,10835,MO
1489,540,2402,3032,MO
1490,830,4520,5518,MO
1491,2787,5977,9245,MO
1492,354,1505,1933,MO
1493,365,1525,1968,MO
1494,3574,13168,17244,MO
1495,776,2966,3904,MO
1496,606,2524,3252,MO
1497,68225,120899,199513,MO
1498,936,3501,4630,MO
1499,6250,17467,24714,MO
1500,280866,199081,503493,MO
1501,101487,20281,127403,MO
1502,2540,5495,8459,MO
1503,1873,11077,13278,MO
1504,2886,13149,16538,MO
1505,526,1884,2484,MO
1506,4367,18240,23399,MO
1507,1728,8875,10935,MO
1508,1706,6526,8576,MO
1509,3915,11109,15766,MO
1510,1926,7047,9279,MO
1511,946,4640,5738,MO
1512,3173,12829,16690,MO
1513,195,808,1046,MO
1514,1166,6703,8086,MO
1515,6921,5125,12214,MS
1516,2684,11817,14781,MS
1517,2688,4282,7033,MS
1518,2847,4288,7242,MS
1519,1713,2240,3996,MS
1520,8410,4251,12831,MS
1521,1884,4360,6339,MS
1522,1648,3774,5470,MS
1523,3649,4127,7890,MS
1524,1198,2763,4020,MS
1525,2523,414,2954,MS
1526,2556,5088,7713,MS
1527,5695,4136,9960,MS
1528,6378,2426,8912,MS
1529,6203,5576,11906,MS
1530,3267,5423,8790,MS
1531,19892,42155,64022,MS
1532,11271,15149,27284,MS
1533,1471,2685,4219,MS
1534,1013,8652,9831,MS
1535,956,4309,5325,MS
1536,4386,5940,10442,MS
1537,3320,13720,17517,MS
1538,20679,39710,62076,MS
1539,64922,24919,91536,MS
1540,5820,1151,7045,MS
1541,2652,924,3599,MS
1542,395,298,699,MS
1543,1100,8385,9634,MS
1544,13087,31204,45465,MS
1545,4367,4032,8468,MS
1546,3337,489,3859,MS
1547,3720,2466,6237,MS
1548,7748,20076,28250,MS
1549,2827,1778,4639,MS
1550,7968,10872,19642,MS
1551,5044,18493,24179,MS
1552,10910,17574,28967,MS
1553,2181,4072,6329,MS
1554,3579,4775,8436,MS
1555,9635,21695,31974,MS
1556,6677,2757,9566,MS
1557,4458,10550,15193,MS
1558,11545,13124,25139,MS
1559,18358,25607,45048,MS
1560,3572,7697,11443,MS
1561,7944,6525,14698,MS
1562,5485,10107,15781,MS
1563,1775,2334,4162,MS
1564,2668,7613,10438,MS
1565,2549,5929,8594,MS
1566,4330,1181,5538,MS
1567,7851,7671,16151,MS
1568,7300,7371,14854,MS
1569,2919,15530,18893,MS
1570,1220,4135,5432,MS
1571,7636,7748,15633,MS
1572,2123,9442,11811,MS
1573,2067,7647,9871,MS
1574,2303,998,3353,MS
1575,13741,46168,61356,MS
1576,3999,5742,9867,MS
1577,1290,619,1926,MS
1578,3871,7393,11416,MS
1579,1598,5877,7556,MS
1580,1400,4810,6368,MS
1581,6560,2768,9406,MS
1582,3337,2462,5870,MS
1583,3804,7385,11389,MS
1584,1808,7182,9143,MS
1585,990,7117,8310,MS
1586,2577,840,3463,MS
1587,1969,9161,11374,MS
1588,2475,3374,5909,MS
1589,8518,9420,18287,MS
1590,9847,4541,14571,MS
1591,3493,5957,9534,MS
1592,1001,3949,5024,MS
1593,2826,1305,4174,MS
1594,3778,4874,8771,MS
1595,2574,3366,6058,MS
1596,5221,4568,9892,MS
1597,1115,3243,4676,MT
1598,2061,1833,4148,MT
1599,1187,1259,2621,MT
1600,566,2329,3097,MT
1601,1824,3729,5923,MT
1602,70,677,777,MT
1603,12053,19343,33791,MT
1604,729,1676,2571,MT
1605,1172,3638,5145,MT
1606,167,729,952,MT
1607,786,3298,4297,MT
1608,2018,1736,4099,MT
1609,154,1276,1474,MT
1610,1196,4235,5782,MT
1611,13233,30079,46144,MT
1612,23879,23360,52169,MT
1613,34,653,715,MT
1614,3076,1598,4969,MT
1615,71,365,468,MT
1616,469,1185,1762,MT
1617,2350,3446,6347,MT
1618,1975,4099,6535,MT
1619,232,867,1189,MT
1620,4703,7453,12898,MT
1621,14331,16665,33697,MT
1622,205,695,949,MT
1623,2040,6720,9250,MT
1624,1175,3280,4708,MT
1625,154,858,1056,MT
1626,191,728,970,MT
1627,515,1322,1974,MT
1628,30740,21699,57271,MT
1629,331,1961,2404,MT
1630,3521,4872,9056,MT
1631,30,276,319,MT
1632,315,1715,2147,MT
1633,737,1786,2692,MT
1634,127,880,1047,MT
1635,549,2017,2768,MT
1636,100,555,686,MT
1637,6166,14673,22063,MT
1638,669,3885,4812,MT
1639,1504,1722,3486,MT
1640,969,2211,3357,MT
1641,1211,4268,5871,MT
1642,476,1237,1825,MT
1643,8545,6252,16122,MT
1644,904,3630,4816,MT
1645,398,1580,2077,MT
1646,803,2152,3143,MT
1647,399,1495,2018,MT
1648,59,350,441,MT
1649,886,2697,3860,MT
1650,179,698,932,MT
1651,55,460,533,MT
1652,21117,38675,64675,MT
1653,29268,38235,69264,NC
1654,3750,13826,18011,NC
1655,1300,3789,5214,NC
1656,5785,4480,10394,NC
1657,3476,9353,13160,NC
1658,1670,6226,8060,NC
1659,8699,14478,23599,NC
1660,5837,3476,9380,NC
1661,7021,8511,15743,NC
1662,23117,42440,67255,NC
1663,74937,55339,134507,NC
1664,10930,25741,37638,NC
1665,35048,53224,91002,NC
1666,8403,26499,35747,NC
1667,1266,3527,4939,NC
1668,9806,26228,36919,NC
1669,4549,5758,10515,NC
1670,21050,48062,71065,NC
1671,20953,17012,39080,NC
1672,2809,10711,13860,NC
1673,2965,3983,7108,NC
1674,1352,4395,5885,NC
1675,14896,28394,44137,NC
1676,8991,14177,23472,NC
1677,17481,27556,46231,NC
1678,70523,50593,124402,NC
1679,2879,9070,12423,NC
1680,7079,11283,19009,NC
1681,17328,52870,72013,NC
1682,5228,15502,21350,NC
1683,8196,12151,20601,NC
1684,118783,27879,150543,NC
1685,16152,8219,24653,NC
1686,92488,74793,172509,NC
1687,12811,16320,29902,NC
1688,30982,61467,94872,NC
1689,2371,2851,5328,NC
1690,761,3260,4094,NC
1691,12827,13500,26920,NC
1692,3570,4358,8013,NC
1693,147949,97461,252087,NC
1694,15642,8954,24881,NC
1695,16452,27278,44955,NC
1696,10414,18844,30156,NC
1697,19664,35535,56810,NC
1698,6886,3081,10100,NC
1699,9608,7676,17847,NC
1700,956,1275,2273,NC
1701,24441,54164,80727,NC
1702,7564,9706,18004,NC
1703,28153,54082,84553,NC
1704,2041,2941,5039,NC
1705,10380,13625,24676,NC
1706,11752,13354,25500,NC
1707,9836,28653,39449,NC
1708,4841,12035,17336,NC
1709,3899,6735,10966,NC
1710,5814,5874,11852,NC
1711,4645,14517,19557,NC
1712,292258,154303,461834,NC
1713,1585,6225,7948,NC
1714,4108,7070,11449,NC
1715,16148,30273,47746,NC
1716,23024,23142,46903,NC
1717,50219,54665,108737,NC
1718,6113,3556,9761,NC
1719,17156,36342,55364,NC
1720,59105,18373,79830,NC
1721,2427,4225,6772,NC
1722,8455,8082,16964,NC
1723,9086,17317,27072,NC
1724,2291,4143,6595,NC
1725,7772,11116,19303,NC
1726,40967,35191,78264,NC
1727,3715,6738,10723,NC
1728,13074,49156,63615,NC
1729,8290,10199,18813,NC
1730,18377,20294,39454,NC
1731,14057,26463,41374,NC
1732,19208,42388,63078,NC
1733,7451,21694,29764,NC
1734,10486,14761,25638,NC
1735,7279,6212,13743,NC
1736,7008,21788,29451,NC
1737,4645,16976,22182,NC
1738,7438,23495,31663,NC
1739,2186,3557,5982,NC
1740,6520,10441,17440,NC
1741,705,968,1700,NC
1742,34051,66265,103596,NC
1743,12168,7304,19762,NC
1744,298353,193607,510940,NC
1745,6668,3302,10123,NC
1746,3490,2560,6115,NC
1747,13953,13521,28769,NC
1748,21520,27360,49824,NC
1749,6596,23613,30844,NC
1750,19527,17410,37593,NC
1751,3140,13815,17350,NC
1752,3181,6367,9808,NC
1753,216,904,1206,ND
1754,1597,3156,5253,ND
1755,842,927,1940,ND
1756,58,492,592,ND
1757,734,2482,3437,ND
1758,227,1445,1769,ND
1759,118,879,1031,ND
1760,10865,32499,46874,ND
1761,31291,39738,78807,ND
1762,476,1356,1969,ND
1763,551,1656,2372,ND
1764,243,860,1187,ND
1765,356,1753,2199,ND
1766,354,790,1219,ND
1767,215,1672,1959,ND
1768,346,1237,1699,ND
1769,99,793,942,ND
1770,10828,16325,29711,ND
1771,187,1098,1361,ND
1772,298,847,1247,ND
1773,168,1032,1261,ND
1774,179,1106,1358,ND
1775,500,1475,2115,ND
1776,112,867,1030,ND
1777,474,1991,2687,ND
1778,233,1095,1423,ND
1779,696,3661,4594,ND
1780,1070,3827,5206,ND
1781,616,3715,4564,ND
1782,3077,11319,15547,ND
1783,1211,2551,4009,ND
1784,536,1025,1694,ND
1785,119,827,1002,ND
1786,681,2204,3093,ND
1787,431,1433,2020,ND
1788,1505,3216,5218,ND
1789,836,1209,2317,ND
1790,200,978,1255,ND
1791,2064,4759,7460,ND
1792,2097,1210,3662,ND
1793,693,1088,1978,ND
1794,94,644,774,ND
1795,758,256,1177,ND
1796,42,361,427,ND
1797,1745,9718,12115,ND
1798,361,537,984,ND
1799,2484,6706,9938,ND
1800,305,733,1137,ND
1801,1239,2263,3864,ND
1802,1166,2991,4543,ND
1803,5792,18601,26861,ND
1804,419,1793,2352,ND
1805,1722,10033,12529,ND
1806,3272,9205,13172,NE
1807,381,2717,3220,NE
1808,16,237,263,NE
1809,18,355,390,NE
1810,30,273,313,NE
1811,414,2299,2867,NE
1812,953,3550,4761,NE
1813,128,978,1142,NE
1814,153,1380,1579,NE
1815,4690,14424,20477,NE
1816,928,2360,3523,NE
1817,690,3068,3914,NE
1818,3461,8388,12609,NE
1819,572,3533,4360,NE
1820,171,1621,1851,NE
1821,317,2623,3082,NE
1822,702,3610,4569,NE
1823,470,2373,2973,NE
1824,857,2171,3172,NE
1825,712,3095,3988,NE
1826,635,4616,5489,NE
1827,2904,4028,7259,NE
1828,785,2559,3578,NE
1829,2116,5935,8486,NE
1830,120,809,977,NE
1831,556,2041,2744,NE
1832,4451,9736,14959,NE
1833,105207,102151,219531,NE
1834,89,823,949,NE
1835,610,2100,2879,NE
1836,250,1345,1656,NE
1837,161,1106,1310,NE
1838,304,1915,2315,NE
1839,2930,6333,9854,NE
1840,153,869,1063,NE
1841,121,819,968,NE
1842,165,792,1000,NE
1843,20,367,394,NE
1844,210,911,1165,NE
1845,6142,14139,21331,NE
1846,873,3763,4902,NE
1847,219,1302,1582,NE
1848,30,471,510,NE
1849,158,1216,1440,NE
1850,522,4275,4979,NE
1851,40,355,414,NE
1852,544,2284,2958,NE
1853,831,2387,3430,NE
1854,560,1348,2051,NE
1855,550,2519,3242,NE
1856,560,3203,3945,NE
1857,39,458,514,NE
1858,227,1317,1636,NE
1859,715,3181,4061,NE
1860,60533,60456,129803,NE
1861,2878,11992,15674,NE
1862,32,400,451,NE
1863,48,323,382,NE
1864,2663,10518,13956,NE
1865,14,257,286,NE
1866,601,2914,3707,NE
1867,282,1788,2166,NE
1868,280,1257,1599,NE
1869,765,2068,3035,NE
1870,348,1709,2153,NE
1871,2017,4833,7279,NE
1872,279,970,1314,NE
1873,160,1202,1418,NE
1874,571,3832,4609,NE
1875,382,3052,3580,NE
1876,2612,10864,14047,NE
1877,411,2019,2538,NE
1878,638,4212,5061,NE
1879,798,2684,3666,NE
1880,70,687,793,NE
1881,1630,2849,4795,NE
1882,27704,44649,77781,NE
1883,2509,7486,10598,NE
1884,3151,9952,13895,NE
1885,1881,5451,7754,NE
1886,286,2192,2565,NE
1887,338,1143,1553,NE
1888,77,602,709,NE
1889,417,2173,2748,NE
1890,490,1993,2613,NE
1891,30,344,387,NE
1892,911,1013,2029,NE
1893,337,1770,2172,NE
1894,2606,7374,10584,NE
1895,828,2675,3740,NE
1896,306,1320,1687,NE
1897,62,377,459,NE
1898,1181,4686,6256,NE
1899,13517,19315,34462,NH
1900,12987,14635,29063,NH
1901,22064,16876,41080,NH
1902,6558,7951,15255,NH
1903,28510,19010,50065,NH
1904,99589,100013,210622,NH
1905,40198,37674,81982,NH
1906,79994,90447,179005,NH
1907,34894,29072,67918,NH
1908,10210,10796,22101,NH
1909,54472,47882,105738,NJ
1910,209251,163220,383965,NJ
1911,108361,79539,194988,NJ
1912,142375,71020,220437,NJ
1913,18626,28237,48375,NJ
1914,27045,24213,53018,NJ
1915,231031,62059,299808,NJ
1916,66355,66949,138388,NJ
1917,149980,45615,201425,NJ
1918,28797,38565,70582,NJ
1919,93721,42604,141332,NJ
1920,164887,108981,282668,NJ
1921,135825,165305,311474,NJ
1922,114437,125376,248848,NJ
1923,81845,170103,259592,NJ
1924,112608,71488,189099,NJ
1925,11766,16256,29220,NJ
1926,83839,64640,154249,NJ
1927,24132,46486,73860,NJ
1928,145412,67582,219385,NJ
1929,16991,29393,48442,NJ
1930,141960,93874,269861,NM
1931,426,1453,2024,NM
1932,5530,12869,20159,NM
1933,3721,3179,7975,NM
1934,2118,2569,5271,NM
1935,2776,7560,11292,NM
1936,192,617,903,NM
1937,37543,25095,69324,NM
1938,5008,13124,19523,NM
1939,6226,5251,12633,NM
1940,962,591,1809,NM
1941,156,311,527,NM
1942,780,906,1836,NM
1943,3877,12306,17369,NM
1944,2329,5889,8856,NM
1945,5443,3329,10430,NM
1946,3195,3478,7245,NM
1947,13162,4893,20791,NM
1948,1533,662,2429,NM
1949,6033,11756,19636,NM
1950,1016,2208,3550,NM
1951,9534,3583,14767,NM
